SEC-HS Jamboree #2 (Red) Mens 5000 Meters Varsity Boys
Tue Sep 24 2024
https://www.athletic.net/CrossCountry/meet/238857/results/954243
"<p>The Skyline boys cross country team hit the ground running—literally—at the SEC-HS Jamboree #2, taking on some tough competition at Pioneer High School. With a 4th-place finish out of 8 teams, Skyline's runners proved once again that they can hold their own in the fiercely competitive SEC Red division.</p> <p>Leading the charge for Skyline was <span class=""athlete"">Nicholas Yuan</span>, who dashed through the course with a time of <time>17:20.70</time>, setting the tone for the rest of the team. Not far behind, <span class=""athlete"">Bruno Cifaldi</span> finished with a solid <time>17:32.20</time>, followed closely by <span class=""athlete"">Matthew Guikema</span> at <time>17:39.10</time>.</p><p><span class=""athlete"">Oskar MacArthur</span> also made his mark, crossing the finish line in <time>17:39.40</time>. Wrapping up the top five for Skyline was <span class=""athlete"">Jack Robichaud</span> at <time>17:46.60</time>, proving Skyline's strength in depth.</p>"
Place,Team,Score
1,Saline,60
2,Ann Arbor Pioneer,77
3,Dexter,101
4,Ann Arbor Skyline,103
5,Temperance Bedford,136
6,Monroe,166
7,Ann Arbor Huron,246

Place,Grade,Name,Athlete Link,Time,Team,Team Link,Profile Pic
22.,9,Oskar MacArthur,https://www.athletic.net/athlete/23349698/cross-country,17:39.40,Ann Arbor Skyline,https://www.athletic.net/athlete/23349698/cross-country,23349698.jpg
23.,11,Parker Bomia-Laberdee,https://www.athletic.net/athlete/21112866/cross-country,17:43.60,Monroe,https://www.athletic.net/athlete/21112866/cross-country,21112866.jpg
24.,12,Jack Robichaud,https://www.athletic.net/athlete/18820279/cross-country,17:46.60,Ann Arbor Skyline,https://www.athletic.net/athlete/18820279/cross-country,18820279.jpg
25.,10,Carlos Basulto,https://www.athletic.net/athlete/23578349/cross-country,17:49.50,Saline,https://www.athletic.net/athlete/23578349/cross-country,23578349.jpg
26.,9,James Gage,https://www.athletic.net/athlete/26359894/cross-country,17:50.80,Saline,https://www.athletic.net/athlete/26359894/cross-country,26359894.jpg
27.,10,Nick Martens,https://www.athletic.net/athlete/19005045/cross-country,17:52.20,Dexter,https://www.athletic.net/athlete/19005045/cross-country,19005045.jpg
28.,12,Nicholas (Nick) Balla,https://www.athletic.net/athlete/15739526/cross-country,17:56.30,Temperance Bedford,https://www.athletic.net/athlete/15739526/cross-country,15739526.jpg
29.,11,Thomas (TJ) Conley,https://www.athletic.net/athlete/21156307/cross-country,17:56.50,Ann Arbor Huron,https://www.athletic.net/athlete/21156307/cross-country,21156307.jpg
30.,9,Nicholas Reiser,https://www.athletic.net/athlete/21411304/cross-country,17:59.10,Dexter,https://www.athletic.net/athlete/21411304/cross-country,21411304.jpg
31.,12,Reggie Geftos,https://www.athletic.net/athlete/19001212/cross-country,18:06.10,Monroe,https://www.athletic.net/athlete/19001212/cross-country,19001212.jpg
32.,9,Martin Gehrke,https://www.athletic.net/athlete/19203161/cross-country,18:07.80,Ann Arbor Skyline,https://www.athletic.net/athlete/19203161/cross-country,19203161.jpg
33.,11,Cole Doty,https://www.athletic.net/athlete/21092112/cross-country,18:09.00,Dexter,https://www.athletic.net/athlete/21092112/cross-country,21092112.jpg
34.,12,Matthew Casavant,https://www.athletic.net/athlete/17349222/cross-country,18:10.20,Dexter,https://www.athletic.net/athlete/17349222/cross-country,17349222.jpg
35.,11,Joshua Riggs,https://www.athletic.net/athlete/17302481/cross-country,18:12.50,Monroe,https://www.athletic.net/athlete/17302481/cross-country,17302481.jpg
36.,12,William Rosales,https://www.athletic.net/athlete/18800611/cross-country,18:12.80,Saline,https://www.athletic.net/athlete/18800611/cross-country,18800611.jpg
37.,10,Logan Thomas,https://www.athletic.net/athlete/17324672/cross-country,18:14.10,Temperance Bedford,https://www.athletic.net/athlete/17324672/cross-country,17324672.jpg
38.,11,Francisco (Xisco) Dura,https://www.athletic.net/athlete/21156314/cross-country,18:17.50,Ann Arbor Huron,https://www.athletic.net/athlete/21156314/cross-country,21156314.jpg
39.,12,Scott Smith,https://www.athletic.net/athlete/15988506/cross-country,18:18.40,Dexter,https://www.athletic.net/athlete/15988506/cross-country,15988506.jpg
40.,11,Zeke Lafferty,https://www.athletic.net/athlete/21142917/cross-country,18:20.60,Ann Arbor Skyline,https://www.athletic.net/athlete/21142917/cross-country,21142917.jpg
41.,12,Maceo Colon,https://www.athletic.net/athlete/19847427/cross-country,18:24.90,Temperance Bedford,https://www.athletic.net/athlete/19847427/cross-country,19847427.jpg
42.,10,Enshu Kuan,https://www.athletic.net/athlete/23687884/cross-country,18:29.50,Ann Arbor Skyline,https://www.athletic.net/athlete/23687884/cross-country,23687884.jpg
43.,9,Gavin Rohr,https://www.athletic.net/athlete/26245340/cross-country,18:31.40,Monroe,https://www.athletic.net/athlete/26245340/cross-country,26245340.jpg
44.,10,Dylan Hanley,https://www.athletic.net/athlete/23349680/cross-country,18:33.30,Ann Arbor Skyline,https://www.athletic.net/athlete/23349680/cross-country,23349680.jpg
45.,10,Hudson McCleskey,https://www.athletic.net/athlete/21411269/cross-country,18:42.30,Dexter,https://www.athletic.net/athlete/21411269/cross-country,21411269.jpg
46.,10,Cooper Ankeney,https://www.athletic.net/athlete/23349607/cross-country,18:45.10,Ann Arbor Pioneer,https://www.athletic.net/athlete/23349607/cross-country,23349607.jpg
47.,9,Grayson Crooks,https://www.athletic.net/athlete/26424516/cross-country,19:05.50,Ann Arbor Pioneer,https://www.athletic.net/athlete/26424516/cross-country,26424516.jpg
48.,10,Jack Fulop,https://www.athletic.net/athlete/17324656/cross-country,19:08.10,Temperance Bedford,https://www.athletic.net/athlete/17324656/cross-country,17324656.jpg
49.,10,Leroy Li,https://www.athletic.net/athlete/23616329/cross-country,19:11.70,Ann Arbor Pioneer,https://www.athletic.net/athlete/23616329/cross-country,23616329.jpg
50.,11,Hayden Barker,https://www.athletic.net/athlete/22116419/cross-country,19:18.90,Monroe,https://www.athletic.net/athlete/22116419/cross-country,22116419.jpg
51.,10,Jaxsen Rice,https://www.athletic.net/athlete/25388386/cross-country,19:22.40,Ypsilanti Lincoln,https://www.athletic.net/athlete/25388386/cross-country,25388386.jpg
52.,12,Finn Wilson,https://www.athletic.net/athlete/18856341/cross-country,19:32.30,Ann Arbor Pioneer,https://www.athletic.net/athlete/18856341/cross-country,18856341.jpg
53.,9,Tony Boggess,https://www.athletic.net/athlete/26483500/cross-country,19:32.50,Ann Arbor Pioneer,https://www.athletic.net/athlete/26483500/cross-country,26483500.jpg
54.,12,Soren Stone-Palmquist,https://www.athletic.net/athlete/21748885/cross-country,19:33.50,Ann Arbor Huron,https://www.athletic.net/athlete/21748885/cross-country,21748885.jpg
55.,12,Kaleb Dekoeyer,https://www.athletic.net/athlete/14023075/cross-country,19:40.40,Temperance Bedford,https://www.athletic.net/athlete/14023075/cross-country,14023075.jpg
56.,10,Johan Kim,https://www.athletic.net/athlete/25204370/cross-country,19:42.30,Ann Arbor Huron,https://www.athletic.net/athlete/25204370/cross-country,25204370.jpg
57.,12,Braxon Lake,https://www.athletic.net/athlete/14023081/cross-country,19:47.70,Temperance Bedford,https://www.athletic.net/athlete/14023081/cross-country,14023081.jpg
58.,11,Nolan Brescol,https://www.athletic.net/athlete/15739515/cross-country,19:52.90,Temperance Bedford,https://www.athletic.net/athlete/15739515/cross-country,15739515.jpg
59.,11,Matthew Rice,https://www.athletic.net/athlete/15865970/cross-country,20:03.70,Ypsilanti Lincoln,https://www.athletic.net/athlete/15865970/cross-country,15865970.jpg
60.,12,Tyler Sweat,https://www.athletic.net/athlete/21112865/cross-country,21:16.90,Monroe,https://www.athletic.net/athlete/21112865/cross-country,21112865.jpg
61.,9,Victor LeBrun,https://www.athletic.net/athlete/25395457/cross-country,21:20.90,Monroe,https://www.athletic.net/athlete/25395457/cross-country,25395457.jpg
62.,9,Ryan Lehto,https://www.athletic.net/athlete/23812288/cross-country,21:50.90,Ypsilanti Lincoln,https://www.athletic.net/athlete/23812288/cross-country,23812288.jpg
63.,9,Carter Sharpe,https://www.athletic.net/athlete/21347588/cross-country,22:33.80,Monroe,https://www.athletic.net/athlete/21347588/cross-country,21347588.jpg
64.,9,Trevor Mikel,https://www.athletic.net/athlete/15953357/cross-country,22:36.80,Ypsilanti Lincoln,https://www.athletic.net/athlete/15953357/cross-country,15953357.jpg
65.,11,Scotty Sheehy,https://www.athletic.net/athlete/20967746/cross-country,22:48.60,Monroe,https://www.athletic.net/athlete/20967746/cross-country,20967746.jpg
66.,9,Dan Bui,https://www.athletic.net/athlete/25272354/cross-country,23:03.60,Ypsilanti Lincoln,https://www.athletic.net/athlete/25272354/cross-country,25272354.jpg
67.,11,Lucas Bowman,https://www.athletic.net/athlete/20213976/cross-country,23:25.40,Ypsilanti Lincoln,https://www.athletic.net/athlete/20213976/cross-country,20213976.jpg
68.,9,Joseph Johnson,https://www.athletic.net/athlete/20214019/cross-country,24:02.50,Ypsilanti Lincoln,https://www.athletic.net/athlete/20214019/cross-country,20214019.jpg
69.,9,Owen Crawford,https://www.athletic.net/athlete/21392884/cross-country,24:44.90,Ypsilanti Lincoln,https://www.athletic.net/athlete/21392884/cross-country,21392884.jpg
